train_true_label,train_pred_label,train_x,train_y,train_z,train_datatime_idx,test_true_label,test_pred_label,test_x,test_y,test_z,test_datatime_idx,add_true_label,add_pred_label,add_x,add_y,add_z,add_datatime_idx
4,4,0.63131183,2.3927906,1.4449868,1434,2,2,0.57508343,-2.3107014,1.4897904,182,5,2,0.4438492,0.023490623,0.9233735,1712
4,4,1.7538215,3.1504846,0.6200921,1336,2,2,0.2940008,-2.30105,1.5886025,183,5,2,0.5903841,-0.18945661,0.8277009,1713
2,2,-0.118826926,-2.2021227,2.1060197,734,2,2,0.7436186,-2.1431954,1.89321,184,5,2,0.1972628,-0.04897116,0.64261025,1714
2,2,-0.18178096,-1.8809726,1.6908659,765,2,2,0.44726968,-1.7649022,1.4069096,185,5,2,0.83741784,-0.4889326,0.8820422,1715
0,0,2.6850789,1.0730096,-0.547933,96,2,2,-0.045136005,-1.9209547,1.514321,186,5,2,0.3906286,-0.1260367,0.78532714,1716
4,4,1.2963369,2.5499897,-0.05970718,1497,2,2,1.2141992,-1.8156137,1.7483479,187,5,2,0.6865915,-0.000300214,0.78667784,1717
4,4,0.7072433,2.6784947,1.0546571,1346,2,2,0.732427,-1.711854,1.1927805,188,5,2,0.0326294,-0.5986968,0.9491994,1718
4,4,2.4882805,2.4560068,0.48902148,1474,2,2,0.57782006,-2.9804683,1.5278163,189,5,2,0.19002405,0.11130993,1.0062454,1719
2,2,-0.61473113,-2.462007,0.61354536,885,2,2,0.90663445,-2.3210835,1.9646354,190,5,2,0.1377951,-0.29598907,0.9494926,1720
3,3,-3.4360042,3.8394966,-0.8237192,1121,2,2,0.5271583,-2.2897992,1.423998,191,5,2,0.6239904,0.14237046,0.76785934,1721
2,2,-1.4240332,-1.527503,1.0924861,788,2,2,0.62023515,-2.4982247,1.5849578,192,5,2,0.9518801,0.032112986,0.99407125,1722
3,3,-2.7186131,3.9539044,-2.4256058,1099,2,2,0.6752939,-2.094358,1.8228129,193,5,2,0.3233679,0.20307648,0.5790369,1723
0,0,2.2774706,0.2245194,0.7984737,76,2,2,0.33017308,-1.8685185,1.4044387,194,5,2,0.57169306,0.11013991,0.9620652,1724
1,1,0.5295976,-2.4131138,-1.4816244,502,2,2,-0.20539328,-1.880799,1.4098272,195,5,2,0.42553344,0.01252459,0.8217931,1725
3,3,-4.95693,3.1237357,-2.4377697,962,2,2,1.0908304,-1.893208,1.7093785,196,5,2,0.47567117,0.23036882,0.7980647,1726
4,4,1.3797683,1.5282106,0.6255233,1290,2,2,0.70595497,-1.8049325,1.231236,197,5,2,0.25087345,0.6014539,0.9044068,1727
1,1,-0.007991746,-1.7396853,-1.9757376,553,2,2,0.587721,-2.8161426,1.3662035,198,5,2,0.42835543,0.25855547,0.48349732,1728
3,3,-4.459002,3.7253547,-0.77780694,1212,2,2,0.6896001,-2.1295912,1.816976,199,5,2,0.10650386,0.8643663,0.64550054,1729
0,0,2.496165,-1.0824623,-0.6585193,217,2,2,0.50119793,-2.27252,1.4286906,200,5,2,0.33945617,0.42643225,0.6919264,1730
0,0,2.1797404,0.11707738,-0.07512714,53,2,2,0.219413,-2.207873,1.5152991,201,5,2,0.6872861,0.47308457,0.7403099,1731
1,1,0.55502087,-2.6387818,-1.2571675,501,2,2,0.660235,-2.075892,1.8208838,202,5,4,0.5802628,1.0427895,0.7749258,1732
4,4,1.4090014,3.220939,1.041964,1307,2,2,0.32365316,-1.8097112,1.4204671,203,5,2,0.35932815,1.0345151,0.67119217,1733
4,4,1.0883541,2.6282277,0.7994899,1507,2,2,-0.0556055,-2.070611,1.4710078,204,5,2,-0.5724089,-0.73896646,0.5403905,1734
3,3,-5.6784554,2.718873,-1.5383668,960,2,2,1.1086199,-1.9684303,1.7423618,205,5,2,-0.60801256,-0.37847438,0.4438796,1735
1,1,0.21362923,-2.3466542,-1.0663869,505,2,2,0.6755897,-1.8638,1.1745358,206,5,2,-0.66711044,-0.2897417,0.6221573,1736
4,4,-0.19526228,1.6980959,0.4247367,1397,2,2,0.5215087,-2.733217,1.2307564,207,5,2,-0.47266808,-0.48262882,0.74452186,1737
2,2,0.6394857,-1.910892,1.5440481,659,2,2,0.89140964,-2.2081017,1.9116386,208,5,2,-0.4332541,-0.18193787,0.5492095,1738
3,3,-3.5199575,3.0681608,-1.3073928,1146,2,2,0.5340286,-2.3166225,1.5062737,209,5,2,-0.47337735,-0.10956575,0.607039,1739
0,0,2.425045,0.2170395,-1.1913596,252,2,2,0.51328874,-2.3624277,1.6753223,210,5,2,-0.09354104,-0.32407102,0.9686543,1740
1,1,0.4510285,-2.0523062,-1.5738612,383,2,2,0.71198523,-2.2223477,1.9083078,211,5,2,0.7151633,-0.27295375,0.82769376,1741
4,4,0.82462037,2.0092788,-0.15290022,1399,2,2,0.3123627,-1.826777,1.3915749,212,5,2,0.28277266,-0.24764946,0.7088826,1742
3,3,-3.860119,3.7443311,-1.4783361,1141,2,2,-0.4128844,-1.8319316,1.4070799,213,5,2,0.5886657,-0.57396847,0.79230976,1743
0,0,2.3248286,-0.15748225,-0.060937494,207,2,2,1.1163788,-1.909467,1.7153171,214,5,2,0.4500957,-0.5082054,0.5628894,1744
3,3,-6.0408974,3.571657,-1.376022,1209,2,2,0.5224597,-1.7899623,1.1746821,215,5,2,0.8950507,-0.24350761,0.47035378,1745
4,4,1.4614758,2.6459515,1.2841378,1478,2,2,0.7773876,-2.1672192,1.8200003,216,5,2,0.46216407,0.13798837,0.81542546,1746
2,2,1.075994,-2.309021,1.829143,622,2,2,0.5150084,-2.2266273,1.4381441,217,5,2,0.4809818,-0.05806002,0.6548592,1747
4,4,1.4251007,2.4686818,0.5761331,1232,2,2,0.086323224,-2.0447774,1.438714,218,5,2,0.22438031,0.0909273,0.3538771,1748
2,2,-0.28231537,-2.5427828,2.3117323,636,2,2,0.6342139,-2.147735,1.8207014,219,5,2,0.780195,-0.41404748,0.6948094,1749
1,1,-0.3768104,-2.1888928,-1.6095103,516,2,2,0.1850085,-1.647627,1.2867701,220,5,2,0.40399513,0.009124152,0.6632153,1750
0,0,2.3439267,0.14954953,0.14276168,189,2,2,-0.2077404,-1.9092152,1.4546182,221,5,2,0.57658976,0.07941666,0.6022086,1751
2,2,-1.1847352,-2.0946772,0.95112276,782,2,2,1.0561496,-1.7065566,1.6287136,222,5,2,0.09974213,-0.68478286,0.8824556,1752
4,4,1.5307705,2.4936163,1.987722,1277,2,2,0.422083,-1.5700284,1.1506212,223,5,2,0.31223953,0.29666016,0.7685566,1753
2,2,0.99292326,-2.8058066,2.5318217,650,2,2,0.5529675,-1.8633575,1.293793,224,5,2,0.23522966,-0.3635942,0.9420221,1754
0,0,2.4738467,-0.63846594,0.6436982,51,2,2,0.7816142,-2.102237,1.8379349,225,5,2,0.5758331,0.13520887,0.642329,1755
2,2,1.513789,-1.8825412,1.8466625,726,2,2,0.55843896,-2.0646462,1.3283587,226,5,2,0.94948494,-0.016786948,0.8949592,1756
2,2,-0.3605772,-2.6417935,1.1281772,784,2,2,0.26255476,-1.935099,1.4453017,227,5,2,0.27117094,0.24749239,0.44238093,1757
4,4,1.3695612,2.8119006,1.1473558,1240,2,2,0.6626017,-2.0492601,1.753165,228,5,2,0.39769703,-0.09745726,0.98330015,1758
4,4,1.2616383,3.4440107,1.0157819,1239,2,2,0.00181821,-1.363467,1.244714,229,5,2,0.3490883,-0.079019725,0.80091345,1759
4,4,1.801042,2.1396391,1.2830908,1484,2,2,-0.49582767,-1.5607845,1.2930119,230,5,2,0.3959468,0.12989394,0.7013024,1760
0,0,1.9819759,0.267224,0.24925676,92,2,2,1.0141025,-1.4640689,1.6581883,231,5,2,0.09544262,0.72308564,0.81165326,1761
0,0,2.7269413,0.99297994,0.9399975,299,2,2,0.44712478,-1.4018284,1.2437265,232,5,2,0.36810684,0.22924688,0.44492543,1762
0,0,1.4266175,-0.12950577,0.22155802,47,2,2,0.45311883,-1.6746591,1.2914941,233,5,2,-0.010012893,0.8780554,0.5692545,1763
2,2,0.97077286,-1.9132619,1.5925561,721,2,2,0.8094052,-2.157347,1.8776454,234,5,2,0.22227894,0.4616871,0.65150046,1764
0,0,1.9876271,-0.06977695,-0.7514776,131,2,2,0.5231861,-2.0357556,1.2761909,235,5,2,0.5550789,0.28155112,0.8044239,1765
4,4,1.5293988,2.2616417,0.9700466,1413,2,2,0.25146878,-1.8858203,1.4030428,236,5,4,0.48419464,1.0391324,0.65536904,1766
1,1,0.047217607,-2.2623732,-0.84046793,352,2,2,0.55382824,-1.991826,1.863869,237,5,2,0.13426517,1.0564476,0.5439285,1767
0,0,2.2623825,-0.39737198,-0.6676533,7,2,2,-0.03879212,-1.4304403,1.2317033,238,5,2,-0.90767944,-0.56333166,0.35999137,1768
3,3,-7.631714,3.3960268,-0.811908,1154,2,2,-0.401195,-1.6518288,1.329433,239,5,2,-0.93869734,-0.26420343,0.2320856,1769
3,3,-5.036819,2.4101985,-2.0390437,986,2,2,1.1235489,-1.4528204,1.6483963,240,5,2,-1.063275,-0.181529,0.43393645,1770
4,4,0.82259214,2.3252485,1.0213529,1522,2,2,0.44580525,-1.4707453,1.2569562,241,5,2,-0.6346191,-0.46050504,0.6858804,1771
4,4,2.196469,1.9142367,0.37021238,1517,2,2,0.5880403,-1.5995106,1.2311795,242,5,2,-0.627571,-0.13621181,0.4390049,1772
1,1,0.43293113,-2.0973442,-1.812661,563,3,3,-3.1956396,2.694763,-0.410247,243,5,2,-0.67852867,-0.04689298,0.4539808,1773
1,1,1.3290157,-2.184234,-0.8675905,318,3,3,-3.4824226,2.3452642,-1.1483257,244,5,2,-0.33272582,-0.39493057,1.0181108,1774
0,0,1.9929538,1.1777196,1.6641605,264,3,3,-3.9476633,2.565348,-0.95957655,245,5,2,0.56799537,-0.2936653,0.7563431,1775
2,2,0.01045531,-1.5343275,1.1579623,785,3,3,-4.0139704,2.9566956,-0.98654664,246,5,2,0.016770884,-0.33299837,0.6793433,1776
1,1,0.5567357,-1.8811952,-1.7439435,413,3,3,-2.7130415,2.3422246,-0.4254805,247,5,2,0.3676029,-0.5023476,0.6984265,1777
2,2,-0.50918716,-2.0665126,1.2373071,853,3,3,-3.697766,2.727411,-1.2278478,248,5,2,0.5188273,-0.51915175,0.38599685,1778
1,1,-0.9148608,-2.3701427,-2.0134656,550,3,3,-3.0658398,1.906119,-1.2516854,249,5,2,0.82436633,-0.20003475,0.3508032,1779
4,4,1.3045115,2.1368926,1.38515,1237,3,3,-3.093831,2.3864255,-0.9287262,250,5,2,0.22644658,0.15956458,0.8455887,1780
1,1,0.021223843,-1.832853,-2.2785583,527,3,3,-3.19252,2.5691621,-1.0893829,251,5,2,0.40424156,0.054617956,0.5224205,1781
0,0,2.1957648,-0.039876193,1.7869661,237,3,3,-3.3806589,2.749529,-0.55590963,252,5,2,0.19660072,0.09184511,0.27281973,1782
1,1,1.9215991,-1.8698115,-0.9518513,329,3,3,-3.7638464,2.503151,-1.2846851,253,5,2,0.747223,-0.45888552,0.6120361,1783
2,2,-1.241863,-2.1955707,0.5910466,874,3,3,-4.0023184,2.5233233,-0.92883176,254,5,2,0.33644575,-0.047672585,0.6845877,1784
1,1,-0.5930804,-2.2732553,-0.9265461,349,3,3,-4.367338,3.1181953,-1.234156,255,5,2,0.505106,0.14178364,0.5368151,1785
2,2,1.0132511,-1.4404399,2.0868075,776,3,3,-3.0262713,2.4859378,-0.5653583,256,5,2,0.04951185,-0.67798865,0.84049296,1786
1,1,1.0414733,-2.3478289,-1.9570352,424,3,3,-3.8438973,2.7007968,-1.3152597,257,5,2,0.19522506,0.17554343,0.8414245,1787
1,1,-0.50712156,-2.047506,-1.4907392,556,3,3,-3.3243847,1.8945377,-1.2579038,258,5,2,0.19616932,-0.40867746,0.98789597,1788
4,4,0.9439896,2.8453321,1.215032,1386,3,3,-3.2708545,2.32124,-1.0138373,259,5,2,0.48332912,0.1833602,0.58766073,1789
4,4,2.0376823,2.2327976,1.4989394,1454,3,3,-3.5105364,2.6519918,-1.2201422,260,5,2,0.91358113,-0.06281999,0.9252489,1790
0,0,2.1113327,0.04933796,-0.28561693,198,3,3,-3.3545203,2.8083007,-0.5290861,261,5,2,0.2363511,0.23045954,0.45006707,1791
4,4,1.6115117,2.1743972,2.496066,1319,3,3,-3.7947528,2.5302439,-1.2478114,262,5,2,0.40934515,0.3534361,0.8169407,1792
3,3,-4.312567,3.327862,-0.7965066,1119,3,3,-4.419262,2.7784505,-1.3031955,263,5,2,0.2362471,-0.01372309,0.7981396,1793
4,4,1.9893255,1.4972512,1.2758548,1461,3,3,-4.517559,3.26634,-1.1833895,264,5,2,0.2898504,0.17343593,0.65829384,1794
0,0,2.0789921,0.44452304,-0.56771773,10,3,3,-3.1699224,2.6988437,-0.64258385,265,5,2,0.03309038,0.7460682,0.80844253,1795
4,4,0.59466445,2.4542637,0.13095573,1466,3,3,-3.9932764,2.8843431,-1.4200171,266,5,2,0.20102549,0.38865352,0.33341783,1796
4,4,1.8966005,2.9408576,1.1823473,1510,3,3,-3.609428,2.0400324,-1.4876827,267,5,2,-0.048893876,0.92373776,0.47885516,1797
3,3,-4.0627747,2.80965,-1.2772186,1097,3,3,-3.4296408,2.3591223,-1.0919862,268,5,2,0.15756589,0.46477115,0.54937214,1798
4,4,1.1960375,2.1496778,1.1687367,1423,3,3,-3.6577694,2.6316562,-1.2164546,269,5,2,0.47727737,0.5492755,0.6824987,1799
3,3,-3.862499,3.8332448,-1.4927727,1067,3,3,-3.6616457,3.3030195,-0.6814575,270,5,4,0.33404997,1.0899532,0.6054344,1800
4,4,2.0503142,2.6182272,1.5136536,1513,3,3,-3.9427993,2.7855387,-1.3679774,271,5,2,0.14509273,0.7285212,0.6039094,1801
3,3,-3.4559302,2.8870726,-1.2004197,1000,3,3,-4.378569,2.6985557,-1.0447032,272,5,2,-1.2010857,-0.2567885,0.16257727,1802
0,0,2.7670982,0.8307203,-0.2587852,77,3,3,-4.6948547,3.5312843,-1.1543767,273,5,2,-1.3041755,-0.16707107,0.09597528,1803
2,2,1.6201899,-2.1141353,1.8025043,673,3,3,-3.391062,2.7615516,-0.69803727,274,5,2,-1.4104424,-0.14651695,0.26558042,1804
2,2,0.506264,-2.1409738,1.4301964,777,3,3,-4.078657,2.914269,-1.4446604,275,5,2,-1.2500035,-0.27605814,0.54795575,1805
2,2,-0.54318875,-2.1866655,2.31341,735,3,3,-3.7808979,2.1808002,-1.3965474,276,5,2,-0.9527051,-0.20764293,0.34020776,1806
0,0,2.5908425,1.0351605,-0.40229523,49,3,3,-3.6832287,2.734835,-1.2092634,277,5,2,-0.9290711,-0.10627707,0.23512545,1807
2,2,0.46053743,-2.1309607,1.7612771,653,3,3,-3.8226604,2.8087108,-1.3040688,278,5,2,-0.6815145,-0.3403298,0.82915545,1808
0,0,2.5264854,-0.6710564,0.5331353,246,3,3,-3.690241,3.3210807,-0.656391,279,5,2,0.10956467,-0.4034716,0.6727514,1809
0,0,2.3210285,0.021872874,-1.2747419,242,3,3,-3.914985,2.836741,-1.4179487,280,5,2,-0.27597898,-0.42461622,0.64837086,1810
3,3,-3.079142,3.7446713,-1.0232,1053,3,3,-4.4378953,2.8163772,-1.1648234,281,5,2,0.11118723,-0.5876044,0.68212146,1811
4,4,1.786717,2.7706177,1.3308904,1273,3,3,-4.7073545,3.549523,-1.1799634,282,5,2,0.25987402,-0.651212,0.33046126,1812
3,3,-4.0720124,2.4149134,-2.0209074,1059,3,3,-3.4686093,2.8136902,-0.7325344,283,5,2,0.54542464,-0.3322361,0.3459575,1813
2,2,0.33239117,-1.9080107,1.2422842,851,3,3,-4.113377,2.997726,-1.5145388,284,5,2,0.041728415,0.052798733,0.78530794,1814
1,1,1.0390681,-1.9990481,-2.0033627,500,3,3,-3.8569376,2.2527347,-1.6361878,285,5,2,0.17295654,-0.07746318,0.4160126,1815
4,4,1.5167725,2.7347221,1.1853166,1408,3,3,-3.911821,2.8413787,-1.3502247,286,5,2,0.08117337,0.17949563,0.13980286,1816
0,0,3.0270545,0.6208284,0.02173999,249,3,3,-3.9069176,3.0233567,-1.3831284,287,5,2,0.698553,-0.4399706,0.47349352,1817
0,0,2.7281983,-0.21506801,-1.6747425,50,3,3,-3.6649475,3.183,-0.57218564,288,5,2,0.12302221,-0.15024406,0.6293836,1818
3,3,-3.6765666,2.6061912,-2.0024407,1057,3,3,-4.0472393,2.885649,-1.4730749,289,5,2,0.39152825,-0.01063779,0.51372486,1819
3,3,-4.2757835,4.019849,-0.78313977,1081,3,3,-4.5600224,2.8717089,-1.2491667,290,5,2,-0.058747564,-0.5756061,0.749429,1820
1,1,-0.08093041,-1.8908583,-1.3061306,374,3,3,-4.8979683,3.7022932,-1.2653445,291,5,2,0.15915035,0.27251288,0.7633321,1821
2,2,0.12895665,-2.4041977,1.5283501,812,3,3,-3.4721417,2.8264294,-0.7936352,292,5,2,0.2018025,-0.43464023,0.8421633,1822
3,3,-3.6480618,3.4433374,-0.95748115,985,3,3,-4.0683765,2.9816933,-1.4901524,293,5,2,0.52627736,0.18373933,0.5344639,1823
1,1,-0.3626755,-1.8570495,-1.7371826,408,3,3,-3.9310439,2.244297,-1.5509075,294,5,2,0.88079345,0.02884072,0.81432974,1824
0,0,2.1233008,0.44736162,-0.17287666,160,3,3,-3.8429015,2.577831,-1.1528516,295,5,2,0.2078442,0.40646935,0.36838353,1825
1,1,0.24015462,-2.1228886,-1.3675522,574,3,3,-3.8329132,2.9648125,-1.3149723,296,5,2,0.38546127,0.43323576,0.80441964,1826
1,1,0.7901703,-2.3910515,-2.675932,416,3,3,-3.643124,3.0635748,-0.68246007,297,5,2,0.23917583,-0.100624636,0.80833924,1827
3,3,-3.3725476,2.0084665,-2.0687356,1160,3,3,-3.9573298,2.903934,-1.4407946,298,5,2,0.28063875,0.003074646,0.73370886,1828
1,1,-0.6026116,-2.2605872,-0.3435704,309,3,3,-4.664011,2.9633558,-1.4344839,299,5,2,-0.006033268,0.80087113,0.8442313,1829
4,4,2.0834572,1.9253372,1.6651055,1487,3,3,-4.7932124,3.6209717,-1.2326808,300,5,2,0.17288624,0.37148163,0.44519567,1830
3,3,-4.6799836,2.2621987,-2.107623,1124,3,3,-3.3969977,2.648063,-0.8505045,301,5,2,-0.1331415,0.9261204,0.48714912,1831
3,3,-4.542039,1.6933591,-2.3153272,918,3,3,-4.1724505,3.0694127,-1.5675987,302,5,2,0.18821001,0.37044787,0.5471808,1832
0,0,1.9343038,-0.043524742,-0.5094156,155,3,3,-3.9795947,2.2317696,-1.5409539,303,5,2,0.34744364,0.5800916,0.69878936,1833
1,1,-0.53119934,-2.7201884,-0.49483728,438,3,3,-3.8787377,2.5988877,-1.3069441,304,5,2,0.32150978,1.1154914,0.6384753,1834
1,1,-0.2529884,-1.5508928,-2.1304681,591,3,3,-3.8666565,3.049435,-1.3904288,305,5,2,0.09593474,0.7792884,0.5485312,1835
4,4,0.5825579,2.060068,0.72482955,1248,3,3,-3.5326638,3.240939,-0.715214,306,,,,,,
3,3,-5.2142053,2.5308957,-1.1992362,1192,3,3,-3.9648292,3.0511227,-1.4310983,307,,,,,,
2,2,-0.06483513,-2.405592,1.3527846,811,3,3,-4.388303,2.9356275,-1.268296,308,,,,,,
2,2,0.14696606,-2.8256414,1.2670124,750,3,3,-4.748779,3.7720973,-1.1626346,309,,,,,,
0,0,2.8981886,-0.19831985,0.38669062,159,3,3,-3.3664339,2.7784162,-0.78348416,310,,,,,,
4,4,1.3334584,2.466308,0.96352935,1443,3,3,-4.0557094,3.167374,-1.5295489,311,,,,,,
2,2,1.020513,-2.2894313,1.1671346,829,3,3,-4.0539646,2.3899658,-1.5591326,312,,,,,,
0,0,1.800977,0.93496436,0.20754272,202,3,3,-3.8906512,2.8039262,-1.3581953,313,,,,,,
3,3,-4.251516,3.5646584,-1.1974844,978,3,3,-3.8067484,3.08687,-1.2641506,314,,,,,,
2,2,0.5198482,-1.6786997,1.5089202,728,3,3,-3.3226085,2.894866,-0.6691996,315,,,,,,
1,1,0.7087072,-2.733538,-2.0959685,421,3,3,-3.7752059,2.8719609,-1.364969,316,,,,,,
4,4,0.8453329,2.8550334,2.3179255,1383,3,3,-4.452116,3.0621486,-1.3411691,317,,,,,,
0,0,2.8288367,0.09608793,0.027504623,65,3,3,-4.5782504,3.748423,-1.1450777,318,,,,,,
3,3,-4.5635543,2.4049592,-1.9875572,926,3,3,-3.3601222,2.7985344,-0.7921175,319,,,,,,
2,2,0.054324836,-2.0574818,1.4253913,844,3,3,-3.7733674,2.9135518,-1.3308703,320,,,,,,
4,4,1.0745884,2.5422928,1.1944498,1266,3,3,-3.9965208,2.4567409,-1.6599048,321,,,,,,
1,1,0.3376568,-2.879996,-1.8815743,360,3,3,-3.6145182,2.7439423,-1.3220456,322,,,,,,
2,2,0.079405166,-2.4490085,1.0119323,813,3,3,-3.6479053,2.996048,-1.2757148,323,,,,,,
3,3,-3.6005797,2.9439492,-2.392353,955,4,4,0.95543236,2.4758449,1.2052408,324,,,,,,
4,4,1.698008,2.1133885,1.4534416,1393,4,4,1.8553519,1.7249873,1.1084703,325,,,,,,
3,3,-5.155784,3.6995592,-1.4423461,1106,4,4,1.3065083,2.1353428,1.2846657,326,,,,,,
2,2,-0.28183106,-2.0739229,2.2747445,742,4,4,0.23505595,1.814481,0.6350515,327,,,,,,
3,3,-6.453986,3.4285874,-1.5102822,1173,4,4,0.91029954,1.3136303,1.2475982,328,,,,,,
2,2,0.8482547,-2.374813,1.2315948,618,4,4,1.3370364,2.4062324,0.8374846,329,,,,,,
3,3,-3.832757,2.1201506,-1.8836976,1127,4,4,1.1299495,1.9059604,1.0823195,330,,,,,,
0,0,2.1437333,-0.2787478,0.22451025,41,4,4,0.3834165,1.3211167,0.40387708,331,,,,,,
1,1,0.8284842,-1.6695797,-2.5211346,532,4,4,1.2972214,1.5153432,0.98504394,332,,,,,,
0,0,1.5468917,-0.6031893,0.46572673,148,4,4,0.96395373,2.5192575,1.2229251,333,,,,,,
4,4,1.5861382,1.887294,0.7002471,1390,4,4,1.7341659,1.8086638,1.0769111,334,,,,,,
0,0,2.2802896,0.11105075,0.38881263,105,4,4,1.2335137,2.0020175,1.2601008,335,,,,,,
3,3,-4.995305,2.950275,-0.4774924,950,4,4,0.31268883,2.011422,0.6308261,336,,,,,,
3,3,-4.7191477,2.2745543,-1.7237929,1158,4,4,0.86415845,1.3910482,1.1914039,337,,,,,,
2,2,-0.00902079,-1.857153,1.1822132,808,4,4,1.3296266,2.3849585,0.84458673,338,,,,,,
3,3,-5.332287,2.614879,-1.9865742,1092,4,4,1.1384628,1.9386795,1.0106668,339,,,,,,
0,0,2.0207114,1.1494374,0.17069912,154,4,4,0.39932078,1.5058076,0.39240092,340,,,,,,
2,2,-0.37594146,-2.400164,0.8397277,651,4,4,1.3308859,1.7280695,0.9135226,341,,,,,,
0,0,2.2189937,-0.44511205,-0.3614511,172,4,4,1.1044538,2.506887,1.2326121,342,,,,,,
2,2,0.7570869,-1.8516166,1.8766468,775,4,4,1.7683898,1.8174727,1.0221617,343,,,,,,
2,2,0.17256719,-2.286795,1.4480244,758,4,4,1.2716595,2.161437,1.2115718,344,,,,,,
1,1,0.22873276,-2.3495412,-1.638951,521,4,4,0.39234075,1.9933658,0.62466663,345,,,,,,
2,2,-0.4096154,-2.1256597,2.2605095,795,4,4,0.92220676,1.4668521,1.1434773,346,,,,,,
4,4,2.5715394,2.9817202,0.7682173,1410,4,4,1.4521481,2.347776,0.8725455,347,,,,,,
1,1,-0.48177803,-2.8285701,-1.4297574,327,4,4,1.1887299,1.8737653,0.89567995,348,,,,,,
3,3,-4.652566,1.7690525,-1.9174467,1094,4,4,0.30497772,1.6259832,0.3809411,349,,,,,,
0,0,2.7091222,0.9607223,-0.91573995,88,4,4,1.220932,1.7888845,0.9094322,350,,,,,,
0,0,2.9813015,1.834415,0.35711163,15,4,4,1.0189595,2.492032,1.164804,351,,,,,,
4,4,1.1645834,2.4830587,1.6247422,1449,4,4,1.6257329,1.8526857,0.9453264,352,,,,,,
1,1,0.112825036,-2.0097234,-1.5540979,447,4,4,1.1562948,2.3185117,1.1127323,353,,,,,,
2,2,-0.23456505,-2.2039545,1.2383742,896,4,4,0.2827129,2.1384983,0.5838961,354,,,,,,
2,2,-0.81225413,-1.9920655,0.6761134,914,4,4,0.71170074,1.4850192,1.0685747,355,,,,,,
0,0,2.4773765,0.15066788,0.78719115,195,4,4,1.3440185,2.3669605,0.83413684,356,,,,,,
0,0,2.75626,0.51095086,0.5888738,297,4,4,1.0883776,1.9365908,0.83335054,357,,,,,,
2,2,0.15175937,-1.3486528,1.8094798,664,4,4,0.006789297,1.9661613,0.3635659,358,,,,,,
1,1,1.6615047,-3.0956771,-1.0542989,395,4,4,0.99102366,1.7537878,0.86881274,359,,,,,,
0,0,3.0368154,0.42076677,-0.028389603,285,4,4,0.94800043,2.508568,1.0665251,360,,,,,,
2,2,-0.28773513,-2.2484727,1.8100966,672,4,4,1.4540589,1.8705392,0.8356632,361,,,,,,
4,4,1.0482221,2.1682916,1.0095482,1332,4,4,1.1315355,2.3781097,1.0583608,362,,,,,,
4,4,0.8686599,2.4190497,1.3469025,1371,4,4,0.21597525,2.1066716,0.52596474,363,,,,,,
2,2,0.3934419,-2.304116,1.5501167,677,4,4,0.67730635,1.6365881,0.950661,364,,,,,,
1,1,-0.10209876,-2.3889143,-1.8500947,457,4,4,1.1637256,2.495846,0.7809863,365,,,,,,
3,3,-2.9469705,3.6088107,-1.1067208,1048,4,4,0.9959934,1.9007709,0.76257205,366,,,,,,
1,1,-0.08513206,-2.8009257,-1.2730049,606,4,4,-0.07504825,2.147178,0.52295965,367,,,,,,
0,0,2.5192897,0.31964523,-0.60254323,16,4,4,0.94287467,1.825681,0.71942747,368,,,,,,
1,1,1.111019,-1.700547,-2.0342128,464,4,4,0.8993491,2.326159,1.0641637,369,,,,,,
2,2,1.2150419,-1.0291693,1.4991572,805,4,4,1.3917181,1.961478,0.8351621,370,,,,,,
1,1,-0.15142435,-2.1880789,-0.6528586,316,4,4,0.99867684,2.3902738,1.0749009,371,,,,,,
1,1,-0.6178573,-2.4515169,-1.4351281,536,4,4,0.36882904,2.0909166,0.50319934,372,,,,,,
0,0,2.0471642,0.30063817,0.5412795,6,4,4,0.6092459,1.6084806,0.9411902,373,,,,,,
2,2,0.5477231,-1.3998363,0.8392296,898,4,4,1.2787343,2.5923765,0.906065,374,,,,,,
4,4,2.1469686,2.7380102,1.971084,1345,4,4,0.95499504,1.7690461,0.83008295,375,,,,,,
3,3,-3.262392,2.5384538,-1.7817636,1027,4,4,-0.06073235,1.9990826,0.59132975,376,,,,,,
1,1,0.19390482,-2.0956948,-1.4659783,578,4,4,1.2053224,1.7149725,0.7630537,377,,,,,,
0,0,2.7949624,1.3642154,0.1001616,219,4,4,1.0774457,2.3697429,1.0479548,378,,,,,,
4,4,2.2033744,2.8506043,2.0951266,1412,4,4,1.5333569,1.9361975,0.89182544,379,,,,,,
0,0,2.4241679,-0.2640459,0.42927384,141,4,4,1.0147672,2.3337235,1.0445366,380,,,,,,
2,2,0.7608796,-1.8040788,2.495974,911,4,4,0.5439639,1.9082673,0.52241206,381,,,,,,
1,1,1.2274792,-2.5666451,-1.1272434,336,4,4,0.7489675,1.4939597,0.9885729,382,,,,,,
2,2,-0.32064846,-2.626701,2.0611424,656,4,4,1.3174623,2.6371949,0.92221886,383,,,,,,
1,1,-0.00736773,-2.7192507,-2.1775396,460,4,4,1.0314541,1.693502,0.7937716,384,,,,,,
1,1,1.2704847,-2.9339952,-0.23559952,473,4,4,-0.2270738,2.127667,0.5064607,385,,,,,,
4,4,2.5135715,1.580014,0.8631708,1453,4,4,1.2463565,1.5922787,0.7230874,386,,,,,,
